Estudi,Curs acadèmic,Alumne,Sexe,Assignatura,Codi assignatura,Nota_assignatura
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,3CE9F462D110A1DD9FB9348435192E71,Home,Anàlisi de Grafs i Xarxes,106567,0
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,3CE9F462D110A1DD9FB9348435192E71,Home,Ètica,106559,7.8
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,3CE9F462D110A1DD9FB9348435192E71,Home,Fonaments d'Aprenentatge Automàtic,106572,8.7
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,3CE9F462D110A1DD9FB9348435192E71,Home,Fonaments de la Visió per Computador,106581,8
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,3CE9F462D110A1DD9FB9348435192E71,Home,Fonaments del Llenguatge Natural,106584,0
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,3CE9F462D110A1DD9FB9348435192E71,Home,Ment i Cervell I,106578,7.5
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,3CE9F462D110A1DD9FB9348435192E71,Home,Projecte de Síntesi I,106593,0
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,3CE9F462D110A1DD9FB9348435192E71,Home,Representació del Coneixement,106564,0
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,3CE9F462D110A1DD9FB9348435192E71,Home,Resolució de Problemes,106570,6.4
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,3CE9F462D110A1DD9FB9348435192E71,Home,Xarxes Neuronals i Aprenentatge Profund,106573,0
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,9FB4E9081C5FF97C74A81E7DC5B9E0A1,Home,Agents Autònoms,106587,0
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,9FB4E9081C5FF97C74A81E7DC5B9E0A1,Home,Aprenentatge i Processament del Llenguatge Natural,106585,0
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,9FB4E9081C5FF97C74A81E7DC5B9E0A1,Home,Fonaments d'Aprenentatge Automàtic,106572,6.8
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,9FB4E9081C5FF97C74A81E7DC5B9E0A1,Home,Gestió de Dades,106566,6.9
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,9FB4E9081C5FF97C74A81E7DC5B9E0A1,Home,Gestió de Projectes,106562,6
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,9FB4E9081C5FF97C74A81E7DC5B9E0A1,Home,Innovació Social,106598,0
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,9FB4E9081C5FF97C74A81E7DC5B9E0A1,Home,Paradigmes d'Aprenentatge Automàtic,106574,3.4
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,9FB4E9081C5FF97C74A81E7DC5B9E0A1,Home,Programació Distribuïda,106556,0
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,9FB4E9081C5FF97C74A81E7DC5B9E0A1,Home,Projecte de Síntesi II,106594,0
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,9FB4E9081C5FF97C74A81E7DC5B9E0A1,Home,Regulació de la IA,106560,5
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,9FB4E9081C5FF97C74A81E7DC5B9E0A1,Home,Robots Intel·ligents,106589,5.5
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,D4A8870D824D6C1CF7BDB802736D61AB,Home,Aprenentatge Automàtic Avançat,106575,7.4
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,D4A8870D824D6C1CF7BDB802736D61AB,Home,Enginyeria de Software,106561,0
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,D4A8870D824D6C1CF7BDB802736D61AB,Home,Interacció Social,106579,8.7
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,D4A8870D824D6C1CF7BDB802736D61AB,Home,Navegació Autònoma,106590,0
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,D4A8870D824D6C1CF7BDB802736D61AB,Home,Pràctiques Professionals,106600,9.7
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,D4A8870D824D6C1CF7BDB802736D61AB,Home,Reptes i Aplicacions de la IA I,106595,9.1
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,D4A8870D824D6C1CF7BDB802736D61AB,Home,Seguretat i Privacitat de Dades,106568,9
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,D4A8870D824D6C1CF7BDB802736D61AB,Home,Treball de Final de Grau,106601,0
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,AB4066706AA0A6739491535FB96C7015,Home,Agents Autònoms,106587,0
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,AB4066706AA0A6739491535FB96C7015,Home,Enginyeria de Software,106561,0
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,AB4066706AA0A6739491535FB96C7015,Home,Gestió de Dades,106566,7.6
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,AB4066706AA0A6739491535FB96C7015,Home,Gestió de Projectes,106562,7
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,AB4066706AA0A6739491535FB96C7015,Home,Innovació Social,106598,0
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,AB4066706AA0A6739491535FB96C7015,Home,Paradigmes d'Aprenentatge Automàtic,106574,6.8
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,AB4066706AA0A6739491535FB96C7015,Home,Programació Distribuïda,106556,0
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,AB4066706AA0A6739491535FB96C7015,Home,Projecte de Síntesi II,106594,0
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,AB4066706AA0A6739491535FB96C7015,Home,Regulació de la IA,106560,7
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,AB4066706AA0A6739491535FB96C7015,Home,Resolució de Problemes,106570,6.4
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,AB4066706AA0A6739491535FB96C7015,Home,Robots Intel·ligents,106589,7.7
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,8C4EF8D56679196B79828C04F82A45AC,Home,Aprenentatge Automàtic Avançat,106575,7.8
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,8C4EF8D56679196B79828C04F82A45AC,Home,Interacció Social,106579,8.2
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,8C4EF8D56679196B79828C04F82A45AC,Home,Navegació Autònoma,106590,0
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,8C4EF8D56679196B79828C04F82A45AC,Home,Paradigmes d'Aprenentatge Automàtic,106574,9
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,8C4EF8D56679196B79828C04F82A45AC,Home,Pràctiques Professionals,106600,10
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,8C4EF8D56679196B79828C04F82A45AC,Home,Reptes i Aplicacions de la IA I,106595,9.1
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,8C4EF8D56679196B79828C04F82A45AC,Home,Treball de Final de Grau,106601,0
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,8C4EF8D56679196B79828C04F82A45AC,Home,Visió 3D i Anàlisi del Moviment,106583,0
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,E9016D65EC0E764CCB2EDA55B3C4F2B7,Home,Enginyeria de Dades,106565,0
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,E9016D65EC0E764CCB2EDA55B3C4F2B7,Home,Fonaments de Computació,106555,0
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,E9016D65EC0E764CCB2EDA55B3C4F2B7,Home,Fonaments de Programació I,106553,9.3
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,E9016D65EC0E764CCB2EDA55B3C4F2B7,Home,Fonaments de Programació II,106554,0
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,E9016D65EC0E764CCB2EDA55B3C4F2B7,Home,Fonaments Matemàtics I,106550,7.9
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,E9016D65EC0E764CCB2EDA55B3C4F2B7,Home,Fonaments Matemàtics II,106551,0
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,E9016D65EC0E764CCB2EDA55B3C4F2B7,Home,Introducció a la IA,106558,7.1
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,E9016D65EC0E764CCB2EDA55B3C4F2B7,Home,Lògica Computacional,106569,6.8
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,E9016D65EC0E764CCB2EDA55B3C4F2B7,Home,Probabilitat i Estadística,106552,0
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,E9016D65EC0E764CCB2EDA55B3C4F2B7,Home,Processos Cognitius,106577,7.6
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,A027406F56C4F9C540CE12862F397FFB,Dona,Acceleració de la Computació en IA,106592,0
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,A027406F56C4F9C540CE12862F397FFB,Dona,Aprenentatge Automàtic Avançat,106575,8.4
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,A027406F56C4F9C540CE12862F397FFB,Dona,Enginyeria de Software,106561,0
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,A027406F56C4F9C540CE12862F397FFB,Dona,Interacció Social,106579,8.1
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,A027406F56C4F9C540CE12862F397FFB,Dona,Pràctiques Professionals,106600,9.6
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,A027406F56C4F9C540CE12862F397FFB,Dona,Reptes i Aplicacions de la IA I,106595,7.7
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,A027406F56C4F9C540CE12862F397FFB,Dona,Treball de Final de Grau,106601,0
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,A027406F56C4F9C540CE12862F397FFB,Dona,Visió 3D i Anàlisi del Moviment,106583,0
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,BE750DAD76874E80C5726A2FC2303215,Home,Agents Autònoms,106587,0
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,BE750DAD76874E80C5726A2FC2303215,Home,Enginyeria de Software,106561,0
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,BE750DAD76874E80C5726A2FC2303215,Home,Gestió de Projectes,106562,7.1
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,BE750DAD76874E80C5726A2FC2303215,Home,Innovació Social,106598,0
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,BE750DAD76874E80C5726A2FC2303215,Home,Programació Distribuïda,106556,0
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,BE750DAD76874E80C5726A2FC2303215,Home,Projecte de Síntesi II,106594,0
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,BE750DAD76874E80C5726A2FC2303215,Home,Regulació de la IA,106560,6.8
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,BE750DAD76874E80C5726A2FC2303215,Home,Robots Intel·ligents,106589,8
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,BE750DAD76874E80C5726A2FC2303215,Home,Visió i Aprenentatge,106582,7.8
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,D53413246979F898A13C7078F48CF347,Home,Acceleració de la Computació en IA,106592,0
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,D53413246979F898A13C7078F48CF347,Home,Enginyeria de Software,106561,0
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,D53413246979F898A13C7078F48CF347,Home,Interacció Social,106579,7.8
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,D53413246979F898A13C7078F48CF347,Home,Pràctiques Professionals,106600,9.2
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,D53413246979F898A13C7078F48CF347,Home,Reptes i Aplicacions de la IA I,106595,7.4
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,D53413246979F898A13C7078F48CF347,Home,Treball de Final de Grau,106601,0
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,D53413246979F898A13C7078F48CF347,Home,Visió 3D i Anàlisi del Moviment,106583,0
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,E50B14E608D996A9EA5C95EDE108671D,Home,Agents Autònoms,106587,0
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,E50B14E608D996A9EA5C95EDE108671D,Home,Gestió de Dades,106566,7.7
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,E50B14E608D996A9EA5C95EDE108671D,Home,Gestió de Projectes,106562,7.4
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,E50B14E608D996A9EA5C95EDE108671D,Home,Innovació Social,106598,0
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,E50B14E608D996A9EA5C95EDE108671D,Home,Paradigmes d'Aprenentatge Automàtic,106574,7.3
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,E50B14E608D996A9EA5C95EDE108671D,Home,Programació Distribuïda,106556,0
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,E50B14E608D996A9EA5C95EDE108671D,Home,Programació Paral·lela,106557,0
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,E50B14E608D996A9EA5C95EDE108671D,Home,Projecte de Síntesi II,106594,0
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,E50B14E608D996A9EA5C95EDE108671D,Home,Regulació de la IA,106560,8.4
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,E50B14E608D996A9EA5C95EDE108671D,Home,Robots Intel·ligents,106589,7
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,39ED8D4B4FA7A91DF0069E6D5CF78C71,Home,Anàlisi de Grafs i Xarxes,106567,0
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,39ED8D4B4FA7A91DF0069E6D5CF78C71,Home,Ètica,106559,6.5
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,39ED8D4B4FA7A91DF0069E6D5CF78C71,Home,Fonaments d'Aprenentatge Automàtic,106572,7.6
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,39ED8D4B4FA7A91DF0069E6D5CF78C71,Home,Fonaments de la Visió per Computador,106581,7.5
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,39ED8D4B4FA7A91DF0069E6D5CF78C71,Home,Fonaments del Llenguatge Natural,106584,0
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,39ED8D4B4FA7A91DF0069E6D5CF78C71,Home,Ment i Cervell I,106578,5.8
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,39ED8D4B4FA7A91DF0069E6D5CF78C71,Home,Projecte de Síntesi I,106593,0
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,39ED8D4B4FA7A91DF0069E6D5CF78C71,Home,Representació del Coneixement,106564,0
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,39ED8D4B4FA7A91DF0069E6D5CF78C71,Home,Resolució de Problemes,106570,6.7
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,39ED8D4B4FA7A91DF0069E6D5CF78C71,Home,Xarxes Neuronals i Aprenentatge Profund,106573,0
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,320CFFF59B31AEBD44255CBF2706C83A,Home,Agents Autònoms,106587,0
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,320CFFF59B31AEBD44255CBF2706C83A,Home,Crèdits Reconeguts,70006,0
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,320CFFF59B31AEBD44255CBF2706C83A,Home,Crèdits Reconeguts,70007,0
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,320CFFF59B31AEBD44255CBF2706C83A,Home,Crèdits Reconeguts,70008,0
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,320CFFF59B31AEBD44255CBF2706C83A,Home,Crèdits Reconeguts,75007,0
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,320CFFF59B31AEBD44255CBF2706C83A,Home,Gestió de Dades,106566,8.3
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,320CFFF59B31AEBD44255CBF2706C83A,Home,Gestió de Projectes,106562,7.4
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,320CFFF59B31AEBD44255CBF2706C83A,Home,Innovació Social,106598,0
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,320CFFF59B31AEBD44255CBF2706C83A,Home,Programació Distribuïda,106556,0
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,320CFFF59B31AEBD44255CBF2706C83A,Home,Programació Paral·lela,106557,0
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,320CFFF59B31AEBD44255CBF2706C83A,Home,Projecte de Síntesi II,106594,0
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,320CFFF59B31AEBD44255CBF2706C83A,Home,Regulació de la IA,106560,7.3
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,320CFFF59B31AEBD44255CBF2706C83A,Home,Robots Intel·ligents,106589,8.1
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,320CFFF59B31AEBD44255CBF2706C83A,Home,Visió i Aprenentatge,106582,6.1
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,5715E249187D0BE2260E151081F73069,Home,Enginyeria de Dades,106565,0
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,5715E249187D0BE2260E151081F73069,Home,Fonaments de Computació,106555,0
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,5715E249187D0BE2260E151081F73069,Home,Fonaments de Programació I,106553,7
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,5715E249187D0BE2260E151081F73069,Home,Fonaments de Programació II,106554,0
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,5715E249187D0BE2260E151081F73069,Home,Fonaments Matemàtics I,106550,7.5
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,5715E249187D0BE2260E151081F73069,Home,Fonaments Matemàtics II,106551,0
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,5715E249187D0BE2260E151081F73069,Home,Introducció a la IA,106558,8
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,5715E249187D0BE2260E151081F73069,Home,Lògica Computacional,106569,5.5
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,5715E249187D0BE2260E151081F73069,Home,Probabilitat i Estadística,106552,0
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,5715E249187D0BE2260E151081F73069,Home,Processos Cognitius,106577,7.2
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,91954666870AE7D5BC90B72A3DC9FA4A,Home,Enginyeria de Dades,106565,0
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,91954666870AE7D5BC90B72A3DC9FA4A,Home,Fonaments de Computació,106555,0
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,91954666870AE7D5BC90B72A3DC9FA4A,Home,Fonaments de Programació I,106553,6.8
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,91954666870AE7D5BC90B72A3DC9FA4A,Home,Fonaments de Programació II,106554,0
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,91954666870AE7D5BC90B72A3DC9FA4A,Home,Fonaments Matemàtics I,106550,7
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,91954666870AE7D5BC90B72A3DC9FA4A,Home,Fonaments Matemàtics II,106551,0
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,91954666870AE7D5BC90B72A3DC9FA4A,Home,Introducció a la IA,106558,6.7
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,91954666870AE7D5BC90B72A3DC9FA4A,Home,Lògica Computacional,106569,6.6
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,91954666870AE7D5BC90B72A3DC9FA4A,Home,Probabilitat i Estadística,106552,0
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,91954666870AE7D5BC90B72A3DC9FA4A,Home,Processos Cognitius,106577,6.2
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,7BC0D0303D5542A11F9FFAF4AD81D6EA,Dona,Agents Autònoms,106587,0
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,7BC0D0303D5542A11F9FFAF4AD81D6EA,Dona,Gestió de Dades,106566,10
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,7BC0D0303D5542A11F9FFAF4AD81D6EA,Dona,Gestió de Projectes,106562,8.7
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,7BC0D0303D5542A11F9FFAF4AD81D6EA,Dona,Innovació Social,106598,0
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,7BC0D0303D5542A11F9FFAF4AD81D6EA,Dona,Pràctiques Professionals,106600,10
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,7BC0D0303D5542A11F9FFAF4AD81D6EA,Dona,Programació Distribuïda,106556,0
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,7BC0D0303D5542A11F9FFAF4AD81D6EA,Dona,Programació Paral·lela,106557,0
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,7BC0D0303D5542A11F9FFAF4AD81D6EA,Dona,Projecte de Síntesi II,106594,0
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,7BC0D0303D5542A11F9FFAF4AD81D6EA,Dona,Regulació de la IA,106560,9.6
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,7BC0D0303D5542A11F9FFAF4AD81D6EA,Dona,Robots Intel·ligents,106589,9.3
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,7BC0D0303D5542A11F9FFAF4AD81D6EA,Dona,Visió i Aprenentatge,106582,7.6
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,F9B9E6C6213D83466E4B61F51A8C5E48,Dona,Interacció Social,106579,0
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,F9B9E6C6213D83466E4B61F51A8C5E48,Dona,Navegació Autònoma,106590,0
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,F9B9E6C6213D83466E4B61F51A8C5E48,Dona,Pràctiques Professionals,106600,0
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,F9B9E6C6213D83466E4B61F51A8C5E48,Dona,Reconeixement de Mobilitat,150601,0
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,F9B9E6C6213D83466E4B61F51A8C5E48,Dona,Reptes i Aplicacions de la IA I,106595,0
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,F9B9E6C6213D83466E4B61F51A8C5E48,Dona,Treball de Final de Grau,106601,0
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,F9B9E6C6213D83466E4B61F51A8C5E48,Dona,Visió 3D i Anàlisi del Moviment,106583,0
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,973AC78DE60F7A1120CFD0608547DA9F,Home,Anàlisi de Grafs i Xarxes,106567,0
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,973AC78DE60F7A1120CFD0608547DA9F,Home,Ètica,106559,8
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,973AC78DE60F7A1120CFD0608547DA9F,Home,Fonaments d'Aprenentatge Automàtic,106572,7.4
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,973AC78DE60F7A1120CFD0608547DA9F,Home,Fonaments de la Visió per Computador,106581,7.1
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,973AC78DE60F7A1120CFD0608547DA9F,Home,Fonaments del Llenguatge Natural,106584,0
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,973AC78DE60F7A1120CFD0608547DA9F,Home,Ment i Cervell I,106578,6.1
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,973AC78DE60F7A1120CFD0608547DA9F,Home,Projecte de Síntesi I,106593,0
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,973AC78DE60F7A1120CFD0608547DA9F,Home,Representació del Coneixement,106564,0
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,973AC78DE60F7A1120CFD0608547DA9F,Home,Resolució de Problemes,106570,7.2
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,973AC78DE60F7A1120CFD0608547DA9F,Home,Xarxes Neuronals i Aprenentatge Profund,106573,0
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,D5EE02351671E78BE99589DD69875C09,Home,Enginyeria de Dades,106565,0
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,D5EE02351671E78BE99589DD69875C09,Home,Fonaments de Computació,106555,0
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,D5EE02351671E78BE99589DD69875C09,Home,Fonaments de Programació I,106553,8.8
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,D5EE02351671E78BE99589DD69875C09,Home,Fonaments de Programació II,106554,0
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,D5EE02351671E78BE99589DD69875C09,Home,Fonaments Matemàtics I,106550,6
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,D5EE02351671E78BE99589DD69875C09,Home,Fonaments Matemàtics II,106551,0
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,D5EE02351671E78BE99589DD69875C09,Home,Introducció a la IA,106558,7.3
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,D5EE02351671E78BE99589DD69875C09,Home,Lògica Computacional,106569,6.1
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,D5EE02351671E78BE99589DD69875C09,Home,Probabilitat i Estadística,106552,0
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,D5EE02351671E78BE99589DD69875C09,Home,Processos Cognitius,106577,7.4
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,520EBD2DEC37758CFA1B2BBCC8C8E41A,Home,Enginyeria de Dades,106565,0
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,520EBD2DEC37758CFA1B2BBCC8C8E41A,Home,Fonaments de Computació,106555,0
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,520EBD2DEC37758CFA1B2BBCC8C8E41A,Home,Fonaments de Programació I,106553,0
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,520EBD2DEC37758CFA1B2BBCC8C8E41A,Home,Fonaments de Programació II,106554,0
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,520EBD2DEC37758CFA1B2BBCC8C8E41A,Home,Fonaments Matemàtics I,106550,6.7
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,520EBD2DEC37758CFA1B2BBCC8C8E41A,Home,Fonaments Matemàtics II,106551,0
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,520EBD2DEC37758CFA1B2BBCC8C8E41A,Home,Introducció a la IA,106558,7.5
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,520EBD2DEC37758CFA1B2BBCC8C8E41A,Home,Lògica Computacional,106569,6.2
Graduat en Intel·ligència Artificial / Artificial Intelligence,2024/25,520EBD2DEC37758CFA1B2BBCC8C8E41A,Home,Probabilitat i Estadística,106552,0
